Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
19-20,FALL,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.875,,,,,,80.65,80.65,80.65,,,,,,83.63,83.63,83.63
19-20,FALL,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.444,,,,,,78.27,78.27,78.27,,,,,,87.89,87.89,87.89
19-20,FALL,Dept,SSCI,MATH,Mathematics,108.0,0.459,87.5,71.03,68.96,70.06,90.78,90.43,90.57,71.97,90.63,71.9,70.61,71.4,92.48,92.75,92.64,73.38
19-20,FALL,Dept,SSCI,NANO,NANO Science and Technology,2.0,0.811,,,,,82.14,,82.14,82.14,,,,,80.56,,80.56,80.56
19-20,FALL,Dept,SSCI,OCES,Ocean Science,14.0,0.438,74.76,75.35,,75.0,100.0,83.72,84.78,77.01,75.31,74.88,,75.14,100.0,86.23,86.93,78.06
19-20,FALL,Dept,SSCI,PHYS,Physics,53.0,0.474,77.63,76.56,68.84,71.79,92.34,91.07,92.11,72.98,84.65,78.08,73.16,75.33,95.16,96.43,95.39,76.5
19-20,FALL,Dept,SSCI,SCIE,School of Science,4.0,0.389,92.86,67.07,,71.4,,,,71.4,94.05,70.51,,75.51,,,,75.51
19-20,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),10.0,0.493,,,,,,94.92,94.92,94.92,,,,,,95.42,95.42,95.42
19-20,FALL,School,LANG/LABU/LAGR,-,-,396.0,0.592,75.83,83.52,,76.47,91.69,95.65,92.12,78.05,83.3,87.62,,83.66,94.87,96.2,95.01,84.78
19-20,FALL,Dept,LANG/LABU/LAGR,LANG,Language,348.0,0.597,76.05,83.52,,76.76,91.69,95.65,92.12,78.49,83.2,87.62,,83.61,94.87,96.2,95.01,84.87
19-20,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,48.0,0.554,74.32,,,74.32,,,,74.32,84.05,,,84.05,,,,84.05
19-20,FALL,School,IPO,-,-,35.0,0.605,84.76,73.63,,75.17,84.38,84.8,84.79,81.7,89.02,78.32,,79.8,85.94,87.64,87.6,85.1
19-20,FALL,Dept,IPO,ENVR,Environment and Sustainability,19.0,0.566,80.36,72.74,,73.15,84.62,77.16,77.71,75.0,89.29,77.78,,78.4,84.62,80.67,80.97,79.45
19-20,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.676,,,,,,85.23,85.23,85.23,,,,,,87.25,87.25,87.25
19-20,FALL,Dept,IPO,IDPO,Interdisciplinary Programs Office,1.0,0.25,75.0,,,75.0,,,,75.0,75.0,,,75.0,,,,75.0
19-20,FALL,Dept,IPO,PPOL,Public Policy,10.0,0.63,,,,,83.33,89.38,89.31,89.31,,,,,91.67,92.46,92.45,92.45
19-20,FALL,Dept,IPO,TEMG,Technology and Management,2.0,0.609,87.5,90.38,,88.46,,,,88.46,89.42,88.46,,89.1,,,,89.1
19-20,FALL,School,OTHERS,-,-,2.0,0.482,,99.07,,99.07,,,,99.07,,99.07,,99.07,,,,99.07
19-20,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.482,,99.07,,99.07,,,,99.07,,99.07,,99.07,,,,99.07
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
